question,answer,group,bm25_text
How do I go about settling my semester's fees?,"To pay your fees:
- go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on the account statues which takes you 
-you can pay fees through:
1. B-Pay your B-Pay information will be in the e-statment of account letter which is your fee tax invoice
2. through Mastercard and Conevra through [page] (www.canberra.edu.au/studentpayments)

Your course fees – domestic students
If you enrol in a course exceeding one calendar year in duration, you are liable for any increase in the fees and charges associated with that course in subsequent calendar years

Your 'Statement of Account' details all tuition fees or HECS-HELP liablities payable to UC for the relevant teaching period. This statement details the nature of your fees, the amount and method of payment, as well as the payment deadline.

As a domestic student, you'll either have a Commonwealth Supported Place (CSP) and receive tuition fee subsidies from the Australian Government or a full fee paying place and pay your own tuition fees. Both CSP and full fee students are eligible for Australian Government HELP loans.

Pay upfront
If you're not eligible for a HELP loan or prefer to pay your fees or CSP student contributions upfront, we recommend paying by Friday of Week 1. That way you’ll avoid restrictions being placed on your MyUC account.

To make an upfront payment, generate a PDF version of your account statement, then choose a payment method and follow the steps.

Get a HELP loan
The Australian Government offers assistance to Australian citizens and some non-Australian citizens in the form of loans to help them pay their course fees, CSP student contributions or Student Services and Amenities fees. You may be eligible for a HECS-HELP, FEE-HELP, SA-HELP or OS-HELP loan.

OS-HELP loans for studying abroad
The Australian Government provides OS-HELP loans to eligible students. They range from $6,791 to $8,149 and can be used for overseas expenses including airfares, accommodation, living costs, travel and other overheads related to overseas study. The amount of the OS-HELP loan will be added to your accumulated HELP loan.

When you’ll need a Tax File Number
If you don’t already have one, you'll need to apply for an Australian Tax File Number (TFN) to defer your tuition fees and Student Services and Amenities Fee (SSAF) to your HELP loan. One of the questions on the Australian Taxation Office (ATO) application form asks whether you have a TFN; if you don't, you'll need to show the Student Centre the receipt the ATO issues you after you’ve applied for a TFN.

Commonwealth Supported Places (CSPs)
A Commonwealth Supported Place is a type of enrolment where part of the cost of your units is paid for by the Australian Government. The remaining cost is called a student contribution and you can choose to pay this upfront or defer it to a HECS-HELP loan.

Unless you choose to pay your fees upfront, you’ll repay your HECS-HELP loan through your taxes when you earn more than the repayment threshold set by the Australian Government.
Find out more about the HECS-HELP loan on the Study Assist website.",,how do i go about settling my semester s fees
What options do I have for paying this semester's fees?,"To pay your fees:
- go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on the account statues which takes you 
-you can pay fees through:
1. B-Pay your B-Pay information will be in the e-statment of account letter which is your fee tax invoice
2. through Mastercard and Conevra through [page] (www.canberra.edu.au/studentpayments)

Your course fees – domestic students
If you enrol in a course exceeding one calendar year in duration, you are liable for any increase in the fees and charges associated with that course in subsequent calendar years

Your 'Statement of Account' details all tuition fees or HECS-HELP liablities payable to UC for the relevant teaching period. This statement details the nature of your fees, the amount and method of payment, as well as the payment deadline.

As a domestic student, you'll either have a Commonwealth Supported Place (CSP) and receive tuition fee subsidies from the Australian Government or a full fee paying place and pay your own tuition fees. Both CSP and full fee students are eligible for Australian Government HELP loans.

Pay upfront
If you're not eligible for a HELP loan or prefer to pay your fees or CSP student contributions upfront, we recommend paying by Friday of Week 1. That way you’ll avoid restrictions being placed on your MyUC account.

To make an upfront payment, generate a PDF version of your account statement, then choose a payment method and follow the steps.

Get a HELP loan
The Australian Government offers assistance to Australian citizens and some non-Australian citizens in the form of loans to help them pay their course fees, CSP student contributions or Student Services and Amenities fees. You may be eligible for a HECS-HELP, FEE-HELP, SA-HELP or OS-HELP loan.

OS-HELP loans for studying abroad
The Australian Government provides OS-HELP loans to eligible students. They range from $6,791 to $8,149 and can be used for overseas expenses including airfares, accommodation, living costs, travel and other overheads related to overseas study. The amount of the OS-HELP loan will be added to your accumulated HELP loan.

When you’ll need a Tax File Number
If you don’t already have one, you'll need to apply for an Australian Tax File Number (TFN) to defer your tuition fees and Student Services and Amenities Fee (SSAF) to your HELP loan. One of the questions on the Australian Taxation Office (ATO) application form asks whether you have a TFN; if you don't, you'll need to show the Student Centre the receipt the ATO issues you after you’ve applied for a TFN.

Commonwealth Supported Places (CSPs)
A Commonwealth Supported Place is a type of enrolment where part of the cost of your units is paid for by the Australian Government. The remaining cost is called a student contribution and you can choose to pay this upfront or defer it to a HECS-HELP loan.

Unless you choose to pay your fees upfront, you’ll repay your HECS-HELP loan through your taxes when you earn more than the repayment threshold set by the Australian Government.
Find out more about the HECS-HELP loan on the Study Assist website.",,what options do i have for paying this semester s fees
Can you explain the process for fee payment for the current semester?,"To pay your fees:
- go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on the account statues which takes you 
-you can pay fees through:
1. B-Pay your B-Pay information will be in the e-statment of account letter which is your fee tax invoice
2. through Mastercard and Conevra through [page] (www.canberra.edu.au/studentpayments)

Your course fees – domestic students
If you enrol in a course exceeding one calendar year in duration, you are liable for any increase in the fees and charges associated with that course in subsequent calendar years

Your 'Statement of Account' details all tuition fees or HECS-HELP liablities payable to UC for the relevant teaching period. This statement details the nature of your fees, the amount and method of payment, as well as the payment deadline.

As a domestic student, you'll either have a Commonwealth Supported Place (CSP) and receive tuition fee subsidies from the Australian Government or a full fee paying place and pay your own tuition fees. Both CSP and full fee students are eligible for Australian Government HELP loans.

Pay upfront
If you're not eligible for a HELP loan or prefer to pay your fees or CSP student contributions upfront, we recommend paying by Friday of Week 1. That way you’ll avoid restrictions being placed on your MyUC account.

To make an upfront payment, generate a PDF version of your account statement, then choose a payment method and follow the steps.

Get a HELP loan
The Australian Government offers assistance to Australian citizens and some non-Australian citizens in the form of loans to help them pay their course fees, CSP student contributions or Student Services and Amenities fees. You may be eligible for a HECS-HELP, FEE-HELP, SA-HELP or OS-HELP loan.

OS-HELP loans for studying abroad
The Australian Government provides OS-HELP loans to eligible students. They range from $6,791 to $8,149 and can be used for overseas expenses including airfares, accommodation, living costs, travel and other overheads related to overseas study. The amount of the OS-HELP loan will be added to your accumulated HELP loan.

When you’ll need a Tax File Number
If you don’t already have one, you'll need to apply for an Australian Tax File Number (TFN) to defer your tuition fees and Student Services and Amenities Fee (SSAF) to your HELP loan. One of the questions on the Australian Taxation Office (ATO) application form asks whether you have a TFN; if you don't, you'll need to show the Student Centre the receipt the ATO issues you after you’ve applied for a TFN.

Commonwealth Supported Places (CSPs)
A Commonwealth Supported Place is a type of enrolment where part of the cost of your units is paid for by the Australian Government. The remaining cost is called a student contribution and you can choose to pay this upfront or defer it to a HECS-HELP loan.

Unless you choose to pay your fees upfront, you’ll repay your HECS-HELP loan through your taxes when you earn more than the repayment threshold set by the Australian Government.
Find out more about the HECS-HELP loan on the Study Assist website.",,can you explain the process for fee payment for the current semester
What steps should I follow to pay my fees for this semester?,"To pay your fees:
- go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on the account statues which takes you 
-you can pay fees through:
1. B-Pay your B-Pay information will be in the e-statment of account letter which is your fee tax invoice
2. through Mastercard and Conevra through [page] (www.canberra.edu.au/studentpayments)

Your course fees – domestic students
If you enrol in a course exceeding one calendar year in duration, you are liable for any increase in the fees and charges associated with that course in subsequent calendar years

Your 'Statement of Account' details all tuition fees or HECS-HELP liablities payable to UC for the relevant teaching period. This statement details the nature of your fees, the amount and method of payment, as well as the payment deadline.

As a domestic student, you'll either have a Commonwealth Supported Place (CSP) and receive tuition fee subsidies from the Australian Government or a full fee paying place and pay your own tuition fees. Both CSP and full fee students are eligible for Australian Government HELP loans.

Pay upfront
If you're not eligible for a HELP loan or prefer to pay your fees or CSP student contributions upfront, we recommend paying by Friday of Week 1. That way you’ll avoid restrictions being placed on your MyUC account.

To make an upfront payment, generate a PDF version of your account statement, then choose a payment method and follow the steps.

Get a HELP loan
The Australian Government offers assistance to Australian citizens and some non-Australian citizens in the form of loans to help them pay their course fees, CSP student contributions or Student Services and Amenities fees. You may be eligible for a HECS-HELP, FEE-HELP, SA-HELP or OS-HELP loan.

OS-HELP loans for studying abroad
The Australian Government provides OS-HELP loans to eligible students. They range from $6,791 to $8,149 and can be used for overseas expenses including airfares, accommodation, living costs, travel and other overheads related to overseas study. The amount of the OS-HELP loan will be added to your accumulated HELP loan.

When you’ll need a Tax File Number
If you don’t already have one, you'll need to apply for an Australian Tax File Number (TFN) to defer your tuition fees and Student Services and Amenities Fee (SSAF) to your HELP loan. One of the questions on the Australian Taxation Office (ATO) application form asks whether you have a TFN; if you don't, you'll need to show the Student Centre the receipt the ATO issues you after you’ve applied for a TFN.

Commonwealth Supported Places (CSPs)
A Commonwealth Supported Place is a type of enrolment where part of the cost of your units is paid for by the Australian Government. The remaining cost is called a student contribution and you can choose to pay this upfront or defer it to a HECS-HELP loan.

Unless you choose to pay your fees upfront, you’ll repay your HECS-HELP loan through your taxes when you earn more than the repayment threshold set by the Australian Government.
Find out more about the HECS-HELP loan on the Study Assist website.",,what steps should i follow to pay my fees for this semester
How can I check my fees statement of Account?,"To check you fee statement:
-go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on view statment",,how can i check my fees statement of account
What is the process for viewing my fees statement of account?,"To check you fee statement:
-go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on view statment",,what is the process for viewing my fees statement of account
How do I access my account to check the statement of fees for this semester?,"To check you fee statement:
-go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on view statment",,how do i access my account to check the statement of fees for this semester
Can you guide me on how to find my statement of account for fees?,"To check you fee statement:
-go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on view statment",,can you guide me on how to find my statement of account for fees
Where can I find and review my fees statement of account?,"To check you fee statement:
-go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on view statment",,where can i find and review my fees statement of account
What steps should I take to see the statement of my fees account?,"To check you fee statement:
-go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on view statment",,what steps should i take to see the statement of my fees account
Could you tell me how to verify the details on my fees statement of account?,"To check you fee statement:
-go to [page](https://www.canberra.edu.au/content/myuc/home/fees-and-scholarships/fees.html)
-click on view statment",,could you tell me how to verify the details on my fees statement of account
How do i apply for scholarships?,"You only need to submit one application per semester to be considered for every UC scholarship that you are eligible for. To submit a scholarship application, you will be required to answer a series of questions and may need to provide documentation. If you’re identified as being eligible for one or more scholarships, the Scholarships Office may request additional information.

The Scholarships Office will notify you of the outcome of your application via email approximately two weeks after the closing date.

There are a variety of private, government and internally funded scholarships are available to students studying an undergraduate, honours or postgraduate degree at UC.  Each scholarship has unique application criteria and specific closing dates, so you need to carefully read through the scholarship details and make sure you apply before the deadline.

To apply for a scholarship, head to the Scholarships website [page] (https://www.canberra.edu.au/scholarships) and click on the Apply Now button. You only need to submit one application per semester, for scholarships that are offered by UC. Externally funded scholarships may have their own application form and deadline, so make sure that you check who is funding the scholarship and click on the Apply Now button to find out if the application is being managed by UC or the external donor.",,how do i apply for scholarships
What steps should I follow to apply for a scholarship?,"You only need to submit one application per semester to be considered for every UC scholarship that you are eligible for. To submit a scholarship application, you will be required to answer a series of questions and may need to provide documentation. If you’re identified as being eligible for one or more scholarships, the Scholarships Office may request additional information.

The Scholarships Office will notify you of the outcome of your application via email approximately two weeks after the closing date.

There are a variety of private, government and internally funded scholarships are available to students studying an undergraduate, honours or postgraduate degree at UC.  Each scholarship has unique application criteria and specific closing dates, so you need to carefully read through the scholarship details and make sure you apply before the deadline.

To apply for a scholarship, head to the Scholarships website [page] (https://www.canberra.edu.au/scholarships) and click on the Apply Now button. You only need to submit one application per semester, for scholarships that are offered by UC. Externally funded scholarships may have their own application form and deadline, so make sure that you check who is funding the scholarship and click on the Apply Now button to find out if the application is being managed by UC or the external donor.",,what steps should i follow to apply for a scholarship
Could you guide me through the scholarship application process?,"You only need to submit one application per semester to be considered for every UC scholarship that you are eligible for. To submit a scholarship application, you will be required to answer a series of questions and may need to provide documentation. If you’re identified as being eligible for one or more scholarships, the Scholarships Office may request additional information.

The Scholarships Office will notify you of the outcome of your application via email approximately two weeks after the closing date.

There are a variety of private, government and internally funded scholarships are available to students studying an undergraduate, honours or postgraduate degree at UC.  Each scholarship has unique application criteria and specific closing dates, so you need to carefully read through the scholarship details and make sure you apply before the deadline.

To apply for a scholarship, head to the Scholarships website [page] (https://www.canberra.edu.au/scholarships) and click on the Apply Now button. You only need to submit one application per semester, for scholarships that are offered by UC. Externally funded scholarships may have their own application form and deadline, so make sure that you check who is funding the scholarship and click on the Apply Now button to find out if the application is being managed by UC or the external donor.",,could you guide me through the scholarship application process
How do I go about submitting an application for scholarships?,"You only need to submit one application per semester to be considered for every UC scholarship that you are eligible for. To submit a scholarship application, you will be required to answer a series of questions and may need to provide documentation. If you’re identified as being eligible for one or more scholarships, the Scholarships Office may request additional information.

The Scholarships Office will notify you of the outcome of your application via email approximately two weeks after the closing date.

There are a variety of private, government and internally funded scholarships are available to students studying an undergraduate, honours or postgraduate degree at UC.  Each scholarship has unique application criteria and specific closing dates, so you need to carefully read through the scholarship details and make sure you apply before the deadline.

To apply for a scholarship, head to the Scholarships website [page] (https://www.canberra.edu.au/scholarships) and click on the Apply Now button. You only need to submit one application per semester, for scholarships that are offered by UC. Externally funded scholarships may have their own application form and deadline, so make sure that you check who is funding the scholarship and click on the Apply Now button to find out if the application is being managed by UC or the external donor.",,how do i go about submitting an application for scholarships
What is the procedure for applying for academic scholarships?,"You only need to submit one application per semester to be considered for every UC scholarship that you are eligible for. To submit a scholarship application, you will be required to answer a series of questions and may need to provide documentation. If you’re identified as being eligible for one or more scholarships, the Scholarships Office may request additional information.

The Scholarships Office will notify you of the outcome of your application via email approximately two weeks after the closing date.

There are a variety of private, government and internally funded scholarships are available to students studying an undergraduate, honours or postgraduate degree at UC.  Each scholarship has unique application criteria and specific closing dates, so you need to carefully read through the scholarship details and make sure you apply before the deadline.

To apply for a scholarship, head to the Scholarships website [page] (https://www.canberra.edu.au/scholarships) and click on the Apply Now button. You only need to submit one application per semester, for scholarships that are offered by UC. Externally funded scholarships may have their own application form and deadline, so make sure that you check who is funding the scholarship and click on the Apply Now button to find out if the application is being managed by UC or the external donor.",,what is the procedure for applying for academic scholarships
Can you explain how to complete a scholarship application?,"You only need to submit one application per semester to be considered for every UC scholarship that you are eligible for. To submit a scholarship application, you will be required to answer a series of questions and may need to provide documentation. If you’re identified as being eligible for one or more scholarships, the Scholarships Office may request additional information.

The Scholarships Office will notify you of the outcome of your application via email approximately two weeks after the closing date.

There are a variety of private, government and internally funded scholarships are available to students studying an undergraduate, honours or postgraduate degree at UC.  Each scholarship has unique application criteria and specific closing dates, so you need to carefully read through the scholarship details and make sure you apply before the deadline.

To apply for a scholarship, head to the Scholarships website [page] (https://www.canberra.edu.au/scholarships) and click on the Apply Now button. You only need to submit one application per semester, for scholarships that are offered by UC. Externally funded scholarships may have their own application form and deadline, so make sure that you check who is funding the scholarship and click on the Apply Now button to find out if the application is being managed by UC or the external donor.",,can you explain how to complete a scholarship application
hat's the process for seeking and applying for scholarships?,"You only need to submit one application per semester to be considered for every UC scholarship that you are eligible for. To submit a scholarship application, you will be required to answer a series of questions and may need to provide documentation. If you’re identified as being eligible for one or more scholarships, the Scholarships Office may request additional information.

The Scholarships Office will notify you of the outcome of your application via email approximately two weeks after the closing date.

There are a variety of private, government and internally funded scholarships are available to students studying an undergraduate, honours or postgraduate degree at UC.  Each scholarship has unique application criteria and specific closing dates, so you need to carefully read through the scholarship details and make sure you apply before the deadline.

To apply for a scholarship, head to the Scholarships website [page] (https://www.canberra.edu.au/scholarships) and click on the Apply Now button. You only need to submit one application per semester, for scholarships that are offered by UC. Externally funded scholarships may have their own application form and deadline, so make sure that you check who is funding the scholarship and click on the Apply Now button to find out if the application is being managed by UC or the external donor.",,hat s the process for seeking and applying for scholarships
can you tell me about internships and placements at UC?,"Internships and placements are an exciting part of your learning experience at University of Canberra and an important part of your career. The Careers UC Team supports you to explore, plan and make the most of your internship and placement experience and your career journey at UC. Talk to us virtually or in person about all things career related at a drop-in session. 

Visit Careers UC for a drop-in session [page](https://careerhub.canberra.edu.au/students/login?ReturnUrl=%2fstudents%2finfopages%2fdetail%2f2)

Clinical health placements
Careers UC work in partnership with unit convenors to organise your placement and can help you meet your pre-placement requirements.

View clinical health placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/clinical-health-placements.html)

eaching placements
Careers UC work in partnership with your faculty and our school partners to organise your placement. 

View teaching placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/teaching-placements.html)

Course internships
An internship is an opportunity for you to put into practice what you have learned in class in a workplace setting and enhance your job-readiness.

Learn more about course internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/course-internships.html)

International internships
UC's International Internship and Project Program is an intensive program for course credit. 

Learn more about international internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements.html#:~:text=International%20internships,about%20international%20internships)",,can you tell me about internships and placements at uc
could you provide information on the internship and placement opportunities available at UC?,"Internships and placements are an exciting part of your learning experience at University of Canberra and an important part of your career. The Careers UC Team supports you to explore, plan and make the most of your internship and placement experience and your career journey at UC. Talk to us virtually or in person about all things career related at a drop-in session. 

Visit Careers UC for a drop-in session [page](https://careerhub.canberra.edu.au/students/login?ReturnUrl=%2fstudents%2finfopages%2fdetail%2f2)

Clinical health placements
Careers UC work in partnership with unit convenors to organise your placement and can help you meet your pre-placement requirements.

View clinical health placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/clinical-health-placements.html)

eaching placements
Careers UC work in partnership with your faculty and our school partners to organise your placement. 

View teaching placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/teaching-placements.html)

Course internships
An internship is an opportunity for you to put into practice what you have learned in class in a workplace setting and enhance your job-readiness.

Learn more about course internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/course-internships.html)

International internships
UC's International Internship and Project Program is an intensive program for course credit. 

Learn more about international internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements.html#:~:text=International%20internships,about%20international%20internships)",,could you provide information on the internship and placement opportunities available at uc
What can you tell me about the programs for internships and job placements at UC?,"Internships and placements are an exciting part of your learning experience at University of Canberra and an important part of your career. The Careers UC Team supports you to explore, plan and make the most of your internship and placement experience and your career journey at UC. Talk to us virtually or in person about all things career related at a drop-in session. 

Visit Careers UC for a drop-in session [page](https://careerhub.canberra.edu.au/students/login?ReturnUrl=%2fstudents%2finfopages%2fdetail%2f2)

Clinical health placements
Careers UC work in partnership with unit convenors to organise your placement and can help you meet your pre-placement requirements.

View clinical health placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/clinical-health-placements.html)

eaching placements
Careers UC work in partnership with your faculty and our school partners to organise your placement. 

View teaching placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/teaching-placements.html)

Course internships
An internship is an opportunity for you to put into practice what you have learned in class in a workplace setting and enhance your job-readiness.

Learn more about course internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/course-internships.html)

International internships
UC's International Internship and Project Program is an intensive program for course credit. 

Learn more about international internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements.html#:~:text=International%20internships,about%20international%20internships)",,what can you tell me about the programs for internships and job placements at uc
I'm interested in learning about UC's internship and placement options. Can you elaborate?,"Internships and placements are an exciting part of your learning experience at University of Canberra and an important part of your career. The Careers UC Team supports you to explore, plan and make the most of your internship and placement experience and your career journey at UC. Talk to us virtually or in person about all things career related at a drop-in session. 

Visit Careers UC for a drop-in session [page](https://careerhub.canberra.edu.au/students/login?ReturnUrl=%2fstudents%2finfopages%2fdetail%2f2)

Clinical health placements
Careers UC work in partnership with unit convenors to organise your placement and can help you meet your pre-placement requirements.

View clinical health placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/clinical-health-placements.html)

eaching placements
Careers UC work in partnership with your faculty and our school partners to organise your placement. 

View teaching placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/teaching-placements.html)

Course internships
An internship is an opportunity for you to put into practice what you have learned in class in a workplace setting and enhance your job-readiness.

Learn more about course internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/course-internships.html)

International internships
UC's International Internship and Project Program is an intensive program for course credit. 

Learn more about international internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements.html#:~:text=International%20internships,about%20international%20internships)",,i m interested in learning about uc s internship and placement options can you elaborate
How does UC facilitate internships and job placements for students?,"Internships and placements are an exciting part of your learning experience at University of Canberra and an important part of your career. The Careers UC Team supports you to explore, plan and make the most of your internship and placement experience and your career journey at UC. Talk to us virtually or in person about all things career related at a drop-in session. 

Visit Careers UC for a drop-in session [page](https://careerhub.canberra.edu.au/students/login?ReturnUrl=%2fstudents%2finfopages%2fdetail%2f2)

Clinical health placements
Careers UC work in partnership with unit convenors to organise your placement and can help you meet your pre-placement requirements.

View clinical health placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/clinical-health-placements.html)

eaching placements
Careers UC work in partnership with your faculty and our school partners to organise your placement. 

View teaching placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/teaching-placements.html)

Course internships
An internship is an opportunity for you to put into practice what you have learned in class in a workplace setting and enhance your job-readiness.

Learn more about course internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/course-internships.html)

International internships
UC's International Internship and Project Program is an intensive program for course credit. 

Learn more about international internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements.html#:~:text=International%20internships,about%20international%20internships)",,how does uc facilitate internships and job placements for students
Can you describe the process and opportunities for internships and placements at UC?,"Internships and placements are an exciting part of your learning experience at University of Canberra and an important part of your career. The Careers UC Team supports you to explore, plan and make the most of your internship and placement experience and your career journey at UC. Talk to us virtually or in person about all things career related at a drop-in session. 

Visit Careers UC for a drop-in session [page](https://careerhub.canberra.edu.au/students/login?ReturnUrl=%2fstudents%2finfopages%2fdetail%2f2)

Clinical health placements
Careers UC work in partnership with unit convenors to organise your placement and can help you meet your pre-placement requirements.

View clinical health placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/clinical-health-placements.html)

eaching placements
Careers UC work in partnership with your faculty and our school partners to organise your placement. 

View teaching placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/teaching-placements.html)

Course internships
An internship is an opportunity for you to put into practice what you have learned in class in a workplace setting and enhance your job-readiness.

Learn more about course internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/course-internships.html)

International internships
UC's International Internship and Project Program is an intensive program for course credit. 

Learn more about international internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements.html#:~:text=International%20internships,about%20international%20internships)",,can you describe the process and opportunities for internships and placements at uc
What are the available avenues for gaining internships and placements through UC?,"Internships and placements are an exciting part of your learning experience at University of Canberra and an important part of your career. The Careers UC Team supports you to explore, plan and make the most of your internship and placement experience and your career journey at UC. Talk to us virtually or in person about all things career related at a drop-in session. 

Visit Careers UC for a drop-in session [page](https://careerhub.canberra.edu.au/students/login?ReturnUrl=%2fstudents%2finfopages%2fdetail%2f2)

Clinical health placements
Careers UC work in partnership with unit convenors to organise your placement and can help you meet your pre-placement requirements.

View clinical health placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/clinical-health-placements.html)

eaching placements
Careers UC work in partnership with your faculty and our school partners to organise your placement. 

View teaching placement essentials[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/teaching-placements.html)

Course internships
An internship is an opportunity for you to put into practice what you have learned in class in a workplace setting and enhance your job-readiness.

Learn more about course internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements/course-internships.html)

International internships
UC's International Internship and Project Program is an intensive program for course credit. 

Learn more about international internships[page](https://www.canberra.edu.au/content/myuc/home/careers-internships-placements/internships-and-placements.html#:~:text=International%20internships,about%20international%20internships)",,what are the available avenues for gaining internships and placements through uc
How do I make appointment for UC CareerHub?,"Careers UC is open to current students and recent graduates. All our services are available face to face and online. Whether you need a job now, would like to discuss your future career or have questions about your placements, we are here to help.

General Enquiries

For all enquiries, please ring 6201 2660 or email Careers@canberra.edu.au

Drop-in Sessions

Careers UC offers 1-on-1 drop-in sessions to discuss your questions relating to placements, resumes, possible career options, interview skills, graduate program applications, advice for successful job seeking and anything else careers/placement related.

No bookings are required for our 15-minute drop-ins:

         Mon        Tues        Wed        Thurs        Fri
Student drop-ins        12-2pm        11am-1pm        11am-1pm        2pm-4pm        10am-12pm

Drop in sessions are available in person or online. Come to our office, 1C42 (above the food outlets in the Refectory), or attend a virtual session. To access a virtual drop in session on Canvas, click this link. You can also reach us through these steps:

Log on to Canvas and access the Careers UC unit
Click on “Virtual Room” and choose “virtual drop-ins""
Careers UC reception staff will be on hand to direct your question to the appropriate Careers adviser",,how do i make appointment for uc careerhub
What is the procedure for scheduling an appointment via the UC CareerHub?,"Careers UC is open to current students and recent graduates. All our services are available face to face and online. Whether you need a job now, would like to discuss your future career or have questions about your placements, we are here to help.

General Enquiries

For all enquiries, please ring 6201 2660 or email Careers@canberra.edu.au

Drop-in Sessions

Careers UC offers 1-on-1 drop-in sessions to discuss your questions relating to placements, resumes, possible career options, interview skills, graduate program applications, advice for successful job seeking and anything else careers/placement related.

No bookings are required for our 15-minute drop-ins:

         Mon        Tues        Wed        Thurs        Fri
Student drop-ins        12-2pm        11am-1pm        11am-1pm        2pm-4pm        10am-12pm

Drop in sessions are available in person or online. Come to our office, 1C42 (above the food outlets in the Refectory), or attend a virtual session. To access a virtual drop in session on Canvas, click this link. You can also reach us through these steps:

Log on to Canvas and access the Careers UC unit
Click on “Virtual Room” and choose “virtual drop-ins""
Careers UC reception staff will be on hand to direct your question to the appropriate Careers adviser",,what is the procedure for scheduling an appointment via the uc careerhub
How can I book a session through the UC CareerHub?,"Careers UC is open to current students and recent graduates. All our services are available face to face and online. Whether you need a job now, would like to discuss your future career or have questions about your placements, we are here to help.

General Enquiries

For all enquiries, please ring 6201 2660 or email Careers@canberra.edu.au

Drop-in Sessions

Careers UC offers 1-on-1 drop-in sessions to discuss your questions relating to placements, resumes, possible career options, interview skills, graduate program applications, advice for successful job seeking and anything else careers/placement related.

No bookings are required for our 15-minute drop-ins:

         Mon        Tues        Wed        Thurs        Fri
Student drop-ins        12-2pm        11am-1pm        11am-1pm        2pm-4pm        10am-12pm

Drop in sessions are available in person or online. Come to our office, 1C42 (above the food outlets in the Refectory), or attend a virtual session. To access a virtual drop in session on Canvas, click this link. You can also reach us through these steps:

Log on to Canvas and access the Careers UC unit
Click on “Virtual Room” and choose “virtual drop-ins""
Careers UC reception staff will be on hand to direct your question to the appropriate Careers adviser",,how can i book a session through the uc careerhub
